,LeadTime,ArrivalYear,ArrivalMonth,ArrivalDate,NumWeekendNights,NumWeekNights,Parking,NumAdults,NumChildren,RepeatedGuest,NumPrevCancellations,NumPreviousNonCancelled,AvgRoomPrice,SpecialRequests,isCanceled,RoomType_Room_Type 1,RoomType_Room_Type 2,RoomType_Room_Type 3,RoomType_Room_Type 4,RoomType_Room_Type 5,RoomType_Room_Type 6,RoomType_Room_Type 7,MealPlan_Meal Plan 1,MealPlan_Meal Plan 2,MealPlan_Meal Plan 3,MealPlan_Not Selected,MarketSegment_Aviation,MarketSegment_Complementary,MarketSegment_Corporate,MarketSegment_Offline,MarketSegment_Online,date,maxtemp,mintemp,sunhour,totalsnow
109438,18,2018,9,22,1,3,0,2,0,0,0,0,150.5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109446,85,2018,9,22,1,3,0,2,2,0,0,0,220.73,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109454,132,2018,9,22,0,3,0,3,0,0,0,0,162.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109462,174,2018,9,22,0,3,0,1,0,0,0,0,95.67,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
109470,276,2018,9,22,0,3,0,1,0,0,0,0,95.67,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
109478,111,2018,9,22,0,2,0,3,0,0,0,0,168.3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109486,198,2018,9,22,0,3,0,3,0,0,0,0,159.3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109494,276,2018,9,22,0,3,0,2,0,0,0,0,95.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109502,4,2018,9,22,0,1,0,2,0,0,0,0,149.38,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109510,1,2018,9,22,0,1,0,1,0,0,0,0,185.0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109518,260,2018,9,22,0,3,0,2,0,0,0,0,113.4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109526,3,2018,9,22,0,1,0,2,0,0,0,0,194.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109534,276,2018,9,22,0,3,0,2,0,0,0,0,95.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
109542,236,2018,9,22,0,3,0,3,0,0,0,0,159.3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109550,3,2018,9,22,0,1,0,1,0,0,0,0,161.7,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109558,1,2018,9,22,0,1,0,2,0,0,0,0,129.56,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109566,276,2018,9,22,0,3,0,1,0,0,0,0,95.67,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
109574,6,2018,9,22,0,1,0,2,0,0,0,0,159.0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109582,1,2018,9,22,0,1,0,1,0,0,0,0,210.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109590,276,2018,9,22,0,3,0,2,0,0,0,0,116.33,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
109598,276,2018,9,22,0,3,0,2,0,0,0,0,116.33,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
109606,198,2018,9,22,0,3,0,3,0,0,0,0,159.3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109614,174,2018,9,22,0,3,0,1,0,0,0,0,95.67,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
109622,108,2018,9,22,0,1,0,2,0,0,0,0,115.04,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109630,276,2018,9,22,0,3,0,1,0,0,0,0,95.67,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
109638,198,2018,9,22,0,3,0,3,0,0,0,0,159.3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109646,132,2018,9,22,0,3,0,3,0,0,0,0,162.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109654,188,2018,9,22,0,2,1,2,0,0,0,0,135.9,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109662,82,2018,9,22,1,3,0,2,0,0,0,0,95.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
109670,276,2018,9,22,0,3,0,1,0,0,0,0,95.67,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
109678,3,2018,9,22,0,1,0,2,0,0,0,0,194.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109686,276,2018,9,22,0,3,0,1,0,0,0,0,95.67,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
109694,103,2017,7,18,2,1,0,2,0,0,0,0,94.5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2017-07-18,29,14,15.6,0.0
109703,103,2017,7,18,2,1,0,2,0,0,0,0,94.5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2017-07-18,29,14,15.6,0.0
109712,103,2017,7,18,2,1,0,1,0,0,0,0,72.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2017-07-18,29,14,15.6,0.0
109721,103,2017,7,18,2,1,0,2,0,0,0,0,94.5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2017-07-18,29,14,15.6,0.0
109730,103,2017,7,18,2,1,0,2,0,0,0,0,94.5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2017-07-18,29,14,15.6,0.0
109739,103,2017,7,18,2,1,0,2,0,0,0,0,94.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2017-07-18,29,14,15.6,0.0
109748,103,2017,7,18,2,1,0,2,0,0,0,0,94.5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2017-07-18,29,14,15.6,0.0
109757,103,2017,7,18,2,1,0,2,0,0,0,0,94.5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2017-07-18,29,14,15.6,0.0
109766,103,2017,7,18,2,1,0,2,0,0,0,0,94.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2017-07-18,29,14,15.6,0.0
109775,103,2017,7,18,2,1,0,2,0,0,0,0,94.5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2017-07-18,29,14,15.6,0.0
109784,103,2017,7,18,2,1,0,2,0,0,0,0,94.5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2017-07-18,29,14,15.6,0.0
109793,103,2017,7,18,2,1,0,2,0,0,0,0,94.5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2017-07-18,29,14,15.6,0.0
109802,103,2017,7,18,2,1,0,2,0,0,0,0,94.5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2017-07-18,29,14,15.6,0.0
109811,103,2017,7,18,2,1,0,2,0,0,0,0,94.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2017-07-18,29,14,15.6,0.0
109820,103,2017,7,18,2,1,0,2,0,0,0,0,94.5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2017-07-18,29,14,15.6,0.0
109829,103,2017,7,18,2,1,0,2,0,0,0,0,94.5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2017-07-18,29,14,15.6,0.0
109838,103,2017,7,18,2,1,0,3,0,0,0,0,138.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2017-07-18,29,14,15.6,0.0
109847,103,2017,7,18,2,1,0,2,0,0,0,0,94.5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2017-07-18,29,14,15.6,0.0
109856,103,2017,7,18,2,1,0,2,0,0,0,0,94.5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2017-07-18,29,14,15.6,0.0
109865,103,2017,7,18,2,1,0,1,0,0,0,0,72.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2017-07-18,29,14,15.6,0.0
109874,103,2017,7,18,2,1,0,2,0,0,0,0,94.5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2017-07-18,29,14,15.6,0.0
109883,103,2017,7,18,2,1,0,2,0,0,0,0,94.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2017-07-18,29,14,15.6,0.0
109892,103,2017,7,18,2,1,0,2,0,0,0,0,94.5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2017-07-18,29,14,15.6,0.0
109901,47,2017,9,22,0,1,0,2,0,0,0,0,72.76,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-22,21,10,12.0,0.0
109909,13,2017,9,22,0,3,0,2,0,0,0,0,124.0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-22,21,10,12.0,0.0
109917,0,2017,9,22,0,2,0,2,0,0,0,0,117.04,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2017-09-22,21,10,12.0,0.0
109925,69,2017,9,22,0,2,0,2,0,0,0,0,106.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2017-09-22,21,10,12.0,0.0
109933,12,2017,9,22,0,4,0,2,0,0,0,0,164.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2017-09-22,21,10,12.0,0.0
109941,1,2017,9,22,0,3,0,1,0,0,0,0,111.65,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-22,21,10,12.0,0.0
109949,69,2017,9,22,0,2,0,2,0,0,0,0,106.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2017-09-22,21,10,12.0,0.0
109957,7,2017,9,22,0,2,0,2,0,0,0,0,126.0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-22,21,10,12.0,0.0
109965,20,2017,9,22,0,3,0,2,0,0,0,0,124.0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-22,21,10,12.0,0.0
109973,1,2017,9,22,0,2,0,2,0,0,0,0,145.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-22,21,10,12.0,0.0
109981,5,2017,9,22,0,1,0,1,0,0,0,0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2017-09-22,21,10,12.0,0.0
109989,4,2017,9,22,0,3,0,2,0,0,0,0,133.0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2017-09-22,21,10,12.0,0.0
109997,24,2017,9,22,0,3,0,2,0,0,0,0,95.48,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-22,21,10,12.0,0.0
110005,27,2017,9,22,0,2,0,1,0,0,0,0,83.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2017-09-22,21,10,12.0,0.0
110013,5,2017,9,22,0,1,0,1,0,0,0,0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2017-09-22,21,10,12.0,0.0
110021,71,2017,9,22,0,3,0,2,0,0,0,0,95.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2017-09-22,21,10,12.0,0.0
110029,49,2017,9,22,0,1,0,1,0,0,0,0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2017-09-22,21,10,12.0,0.0
110037,6,2017,9,22,0,3,0,2,0,0,0,0,106.07,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-22,21,10,12.0,0.0
110045,7,2017,9,22,0,3,0,2,0,0,0,0,136.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-22,21,10,12.0,0.0
110053,1,2017,9,22,0,2,0,1,0,0,0,0,111.65,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-22,21,10,12.0,0.0
110061,71,2017,9,22,0,3,0,2,0,0,0,0,95.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2017-09-22,21,10,12.0,0.0
110069,18,2017,9,22,0,3,1,2,0,0,0,0,133.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-22,21,10,12.0,0.0
110077,69,2017,9,22,0,2,0,2,0,0,0,0,106.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2017-09-22,21,10,12.0,0.0
110085,1,2017,9,22,0,1,0,1,0,0,0,0,158.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-22,21,10,12.0,0.0
110093,0,2017,9,22,0,1,0,2,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2017-09-22,21,10,12.0,0.0
110101,28,2017,9,22,0,4,0,2,0,0,0,0,103.87,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-22,21,10,12.0,0.0
110109,25,2017,9,22,0,3,0,2,0,0,0,0,107.03,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-22,21,10,12.0,0.0
110117,10,2017,9,22,0,2,0,2,0,0,0,0,114.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2017-09-22,21,10,12.0,0.0
110125,4,2017,9,22,0,3,0,1,0,0,0,0,111.2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2017-09-22,21,10,12.0,0.0
110133,0,2017,9,22,0,2,0,1,0,0,0,0,147.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2017-09-22,21,10,12.0,0.0
110141,1,2017,9,22,0,3,0,2,0,0,0,0,75.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2017-09-22,21,10,12.0,0.0
110149,0,2017,9,22,0,1,0,2,0,0,0,0,152.0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2017-09-22,21,10,12.0,0.0
110157,5,2017,9,22,0,1,0,1,0,0,0,0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2017-09-22,21,10,12.0,0.0
110165,4,2017,9,22,0,1,0,2,0,0,0,0,145.0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-22,21,10,12.0,0.0
110173,69,2017,9,22,0,2,0,2,0,0,0,0,106.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2017-09-22,21,10,12.0,0.0
110181,77,2017,9,22,0,4,0,2,0,0,0,0,116.94,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-22,21,10,12.0,0.0
110189,5,2017,9,22,0,1,0,1,0,0,0,0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2017-09-22,21,10,12.0,0.0
110197,69,2017,9,22,0,2,0,1,0,0,0,0,83.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2017-09-22,21,10,12.0,0.0
110205,4,2017,9,22,0,3,0,2,0,0,0,0,133.0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2017-09-22,21,10,12.0,0.0
110213,70,2017,9,22,0,1,0,1,0,0,0,0,62.18,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-22,21,10,12.0,0.0
110221,7,2017,9,22,0,2,0,2,0,0,0,0,126.0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-22,21,10,12.0,0.0
110229,10,2017,9,22,0,2,0,2,0,0,0,0,114.0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2017-09-22,21,10,12.0,0.0
110237,69,2017,9,22,0,2,0,1,0,0,0,0,83.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2017-09-22,21,10,12.0,0.0
110245,0,2017,9,22,0,1,0,2,0,1,0,2,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2017-09-22,21,10,12.0,0.0
110253,69,2017,9,22,0,2,0,2,0,0,0,0,106.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2017-09-22,21,10,12.0,0.0
110261,71,2017,9,22,0,3,0,1,0,0,0,0,85.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2017-09-22,21,10,12.0,0.0
110269,1,2017,9,22,0,3,0,2,0,0,0,0,111.65,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-22,21,10,12.0,0.0
110277,71,2017,9,22,0,3,0,2,0,0,0,0,127.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2017-09-22,21,10,12.0,0.0
110285,68,2017,9,29,0,2,0,2,0,0,0,0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2017-09-29,20,14,11.5,0.0
110286,28,2017,9,29,0,4,0,2,0,0,0,0,96.36,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-29,20,14,11.5,0.0
110287,68,2017,9,29,0,2,0,2,0,0,0,0,48.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2017-09-29,20,14,11.5,0.0
110288,1,2017,9,29,0,2,0,1,0,0,0,0,85.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2017-09-29,20,14,11.5,0.0
110289,68,2017,9,29,0,2,0,2,0,0,0,0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2017-09-29,20,14,11.5,0.0
110290,68,2017,9,29,0,2,0,2,0,0,0,0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2017-09-29,20,14,11.5,0.0
110291,1,2017,9,29,0,2,0,1,0,0,0,0,85.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2017-09-29,20,14,11.5,0.0
110292,1,2017,9,29,0,1,0,2,0,0,0,0,85.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2017-09-29,20,14,11.5,0.0
110293,68,2017,9,29,0,2,0,2,0,0,0,0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2017-09-29,20,14,11.5,0.0
110294,1,2017,9,29,0,2,0,1,0,0,0,0,85.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2017-09-29,20,14,11.5,0.0
110295,68,2017,9,29,0,2,0,2,0,0,0,0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2017-09-29,20,14,11.5,0.0
110296,68,2017,9,29,0,2,0,2,0,0,0,0,48.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2017-09-29,20,14,11.5,0.0
110297,68,2017,9,29,0,2,0,2,0,0,0,0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2017-09-29,20,14,11.5,0.0
110298,68,2017,9,29,0,2,0,2,0,0,0,0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2017-09-29,20,14,11.5,0.0
110299,68,2017,9,29,0,2,0,2,0,0,0,0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2017-09-29,20,14,11.5,0.0
110300,68,2017,9,29,0,2,0,2,0,0,0,0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2017-09-29,20,14,11.5,0.0
110301,7,2017,9,29,0,1,0,1,0,0,0,0,195.7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-29,20,14,11.5,0.0
110302,68,2017,9,29,0,2,0,2,0,0,0,0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2017-09-29,20,14,11.5,0.0
110303,1,2017,9,29,0,2,0,1,0,0,0,0,85.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2017-09-29,20,14,11.5,0.0
110304,1,2017,9,29,0,2,0,2,0,0,0,0,91.2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2017-09-29,20,14,11.5,0.0
110305,68,2017,9,29,0,2,0,2,0,0,0,0,48.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2017-09-29,20,14,11.5,0.0
110306,28,2017,9,29,0,3,0,2,0,0,0,0,133.17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-29,20,14,11.5,0.0
110307,68,2017,9,29,0,2,0,2,0,0,0,0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2017-09-29,20,14,11.5,0.0
110308,21,2017,9,29,0,4,0,2,0,0,0,0,133.5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-29,20,14,11.5,0.0
110309,68,2017,9,29,0,2,0,1,0,0,0,0,58.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2017-09-29,20,14,11.5,0.0
110310,68,2017,9,29,0,2,0,2,0,0,0,0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2017-09-29,20,14,11.5,0.0
110311,68,2017,9,29,0,2,0,2,0,0,0,0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2017-09-29,20,14,11.5,0.0
110312,8,2017,9,29,0,3,0,1,0,0,0,0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2017-09-29,20,14,11.5,0.0
110313,68,2017,9,29,0,2,0,2,0,0,0,0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2017-09-29,20,14,11.5,0.0
110314,20,2017,9,29,0,3,0,2,0,0,0,0,136.67,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-09-29,20,14,11.5,0.0
110315,8,2017,9,29,0,3,0,1,0,0,0,0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2017-09-29,20,14,11.5,0.0
110316,46,2018,3,10,1,3,0,2,0,0,0,0,67.15,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-03-10,9,3,9.0,0.0
110325,39,2018,3,10,2,3,0,2,0,0,0,0,81.9,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-03-10,9,3,9.0,0.0
110334,37,2018,3,10,1,3,0,2,0,0,0,0,81.9,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-03-10,9,3,9.0,0.0
110343,27,2018,3,10,0,1,0,2,0,0,0,0,90.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-03-10,9,3,9.0,0.0
110352,43,2018,3,10,0,3,0,2,0,0,0,0,73.1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-03-10,9,3,9.0,0.0
110361,69,2018,3,10,1,3,0,2,0,0,0,0,69.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-03-10,9,3,9.0,0.0
110370,10,2018,3,10,1,3,0,2,0,0,0,0,63.58,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-03-10,9,3,9.0,0.0
110379,64,2018,3,10,0,3,0,2,0,0,0,0,87.3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-03-10,9,3,9.0,0.0
110388,1,2018,3,10,0,1,0,1,0,0,0,0,103.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-03-10,9,3,9.0,0.0
110397,67,2018,3,10,1,3,0,2,0,0,0,0,73.95,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-03-10,9,3,9.0,0.0
110406,61,2018,3,10,0,3,0,2,0,0,0,0,87.3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-03-10,9,3,9.0,0.0
110415,63,2018,3,10,1,3,0,2,0,0,0,0,63.75,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-03-10,9,3,9.0,0.0
110424,42,2018,3,10,0,3,0,3,0,0,0,0,83.61,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-03-10,9,3,9.0,0.0
110433,63,2018,3,10,1,3,0,2,0,0,0,0,63.75,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-03-10,9,3,9.0,0.0
110442,35,2018,3,10,0,1,0,1,0,0,0,0,71.1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-03-10,9,3,9.0,0.0
110451,67,2018,3,10,1,3,0,2,0,0,0,0,75.95,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-03-10,9,3,9.0,0.0
110460,67,2018,3,10,2,3,0,2,0,0,0,0,63.75,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-03-10,9,3,9.0,0.0
110469,2,2018,3,10,0,1,0,2,0,0,0,0,89.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-03-10,9,3,9.0,0.0
110478,64,2018,3,10,6,13,0,2,0,0,0,0,70.46,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-03-10,9,3,9.0,0.0
110487,47,2018,3,10,0,3,0,2,0,0,0,0,91.8,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-03-10,9,3,9.0,0.0
110496,60,2018,3,10,0,1,0,2,0,0,0,0,76.5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-03-10,9,3,9.0,0.0
110505,63,2018,3,10,1,3,0,2,0,0,0,0,63.75,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-03-10,9,3,9.0,0.0
